StateCode,Division,YearMonth,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX
30,0,201112,3.44,31.8,0.14,5.02,0.42,4.67,0,872,0.3,0,0.47,1.99,2.8,2.9,2.42,23.9,39.7
30,0,201201,3.29,26,0.41,4.79,0.86,4.7,0,1032,0.55,0.48,0.2,2.4,2.34,3.09,2.42,17.4,34.6
30,0,201202,1.27,29.9,-0.79,3.51,-2.36,2.49,0,847,-1.76,-0.65,-0.36,1.18,1.66,2.93,2.38,21.8,37.9
30,0,201203,1.97,43.3,-1.93,1.92,-3.67,-0.45,0,580,-1.11,-2.04,-1.31,-0.34,1.35,2.46,2.17,32,54.6
30,0,201204,2.9,43.9,-2.06,1.4,-0.98,-1.2,0,489,-0.3,-1.06,-1.77,-1.02,1.58,1.7,2.22,32.7,55.1
30,0,201205,4.12,60.5,-1.98,1.12,-0.41,-1.45,44,131,0.49,0.2,-0.39,-0.58,0.69,1.25,2.53,49.1,72
30,0,201206,3.34,64.6,-1.99,0.79,-0.62,-1.78,98,30,-0.23,0.11,-0.06,-0.83,-0.33,1.02,2.15,53.7,75.5
30,0,201207,3.14,71.4,-2.23,-2.23,-1.35,-2.23,302,1,-0.58,-0.58,-0.23,-1.21,-0.9,1.14,2.13,59.5,83.2
30,0,201208,3.19,68.5,-2.57,-2.57,-1.72,-2.57,227,8,-0.46,-0.83,-0.79,-0.91,-0.98,0.18,1.94,57,79.9
30,0,201209,4.91,59.9,0.39,-1.92,1.16,-1.37,50,88,0.92,0.47,0.05,-0.1,-0.7,-0.3,2.08,49,70.9
30,0,201210,4.94,50.9,0.93,-1.15,1.74,0.18,4,325,0.95,1.25,0.87,0.44,-0.35,-0.24,1.86,42.3,59.6
30,0,201211,1.18,35.7,-0.96,-1.98,-2.87,-1.79,0,760,-2.3,-0.31,0.23,-0.41,-0.61,-0.72,1.64,27.6,43.9
30,0,201212,5.31,31.6,1.12,-0.66,3.37,0.99,0,883,1.8,0.04,0.63,0.4,0.25,-0.2,1.91,24.9,38.3
30,0,201301,2.12,24.3,-0.36,-0.95,-1.07,0.21,0,1104,-0.68,0.96,-0.39,0.47,0.17,-0.5,1.86,15.6,33
30,0,201302,2.38,23.3,-0.43,-0.95,-0.32,0.06,0,1018,-0.09,-0.71,0.72,0.6,-0.02,-0.25,1.79,15.6,31.1
30,0,201303,1.8,30.6,-1.05,-1.52,-1.99,-1.11,0,924,-1.29,-1.12,-1.48,-0.28,-0.25,-0.3,1.41,22.7,38.5
30,0,201304,3.1,43.4,-1.11,-1.53,-0.51,-1.24,0,534,-0.09,-1.03,-0.99,-1,-0.06,-0.25,0.88,32.4,54.4
30,0,201305,4.31,57.3,0.14,-1.23,0.42,-0.71,17,210,0.63,0.4,-0.27,0.23,0.26,-0.21,0.65,45,69.6
30,0,201306,7.46,64,2.04,2.04,5.73,2.04,104,32,2.06,1.89,1.57,0.74,0.85,0.71,1.06,53.9,74.1
30,0,201307,4.62,71.2,2.21,2.21,1.15,2.21,315,1,0.73,1.93,1.89,1.16,0.74,1.02,1.41,61.4,80.9
30,0,201308,3.85,65.8,2.25,2.25,0.82,2.25,152,19,0.19,0.56,1.75,1.19,1.34,1.11,0.88,55.1,76.4
30,0,201309,3.5,58.3,2.1,2.1,0.24,2.1,28,125,-0.06,0.03,0.4,1.42,0.76,0.85,0.37,47.1,69.6
30,0,201310,3.21,50.8,1.89,1.89,0.01,1.83,3,331,-0.07,-0.22,-0.12,1.3,0.82,0.53,0.15,40.6,61
30,0,201311,4.03,34.4,2.24,2.24,1.63,2.24,0,766,0.59,0.27,0.11,1.32,0.99,1.16,0.31,25.8,43.1
30,0,201312,3.61,25.4,2.24,2.24,0.69,2.24,0,1038,0.45,0.67,0.4,0.45,1.27,0.79,0.38,17.5,33.3
30,0,201401,2.6,16.9,1.91,1.91,-0.28,1.72,0,1313,-0.11,0.12,0.47,0.2,1.32,0.89,0.28,7.4,26.4
30,0,201402,2.92,18.8,1.94,1.94,0.68,1.94,0,1134,0.51,0.14,0.32,0.28,1.32,1.02,0.5,9.5,28
30,0,201403,3.05,23.7,1.79,1.79,0.13,1.78,0,1079,0,0.31,0.11,0.35,0.42,1.25,0.61,12.9,34.4
30,0,201404,3.57,43.5,1.71,1.71,0.31,1.71,0,546,0.36,0.27,0.41,0.58,0.34,1.37,0.67,31.7,55.4
30,0,201405,4.64,56.7,1.86,1.86,0.99,1.86,18,200,0.85,0.78,0.7,0.73,0.54,1.42,0.76,45.5,67.8
30,0,201406,5.11,65,2.33,2.33,1.99,2.33,109,26,0.94,1.13,1.06,0.98,0.88,0.89,0.98,53.8,76.2
30,0,201407,5.33,67.4,3.06,3.06,2.92,3.06,206,8,1.24,1.31,1.46,1.45,1.34,1.04,1.34,57,77.7
30,0,201408,3.69,65.3,3,3,0.77,3,146,22,0.04,0.89,1.15,1.26,1.23,0.97,1.41,54.8,75.7
30,0,201409,2.12,60.1,-0.6,2.09,-1.8,1.3,57,83,-1.31,-1.07,0,0.76,0.73,0.72,1.02,49.1,71.2
30,0,201410,3.98,51.3,-0.33,2.09,0.63,1.51,4,317,0.42,-0.53,-0.45,0.77,0.86,0.91,0.88,42.5,60.1
30,0,201411,2.72,35.3,-0.45,1.72,-0.48,0.9,0,756,-0.52,0,-0.76,0.27,0.58,0.65,1.09,27.7,42.8
30,0,201412,3.49,30.3,-0.24,1.71,0.5,1.06,0,918,0.35,-0.13,0.12,0,0.62,0.63,0.89,24.4,36.1
30,0,201501,2.34,16.2,-0.45,1.29,-0.71,0.35,0,1304,-0.41,-0.14,-0.42,-0.67,0.46,0.57,0.9,5.9,26.4
30,0,201502,2,9.2,-0.74,0.82,-1.01,-0.46,0,1378,-0.58,-0.85,-0.47,-0.94,0.05,0.36,0.85,-1.8,20.2
30,0,201503,1.61,25.5,-1.44,-1.44,-2.32,-1.44,0,1056,-1.5,-1.66,-1.76,-0.93,-0.75,0,0.79,15.2,35.8
30,0,201504,3.02,43.3,-1.5,-1.5,-0.64,-1.5,0,533,-0.18,-1.27,-1.42,-1.32,-1.36,-0.13,0.74,32.1,54.4
30,0,201505,2.75,61,-2.14,-2.14,-2.39,-2.14,52,120,-0.59,-0.51,-1.34,-1.37,-1.47,-0.58,0.54,47.8,74.2
30,0,201506,7.69,63,2.03,2.03,6.08,2.03,80,44,2.16,1.4,1.11,0.14,0.11,0.03,0.56,52.9,73
30,0,201507,3.6,68.1,0.01,1.83,0.04,1.78,236,6,-0.12,1.64,1.09,0.18,-0.06,-0.33,0.44,57.2,79
30,0,201508,3.07,67.5,-0.36,1.29,-1.07,0.67,230,10,-0.59,-0.6,1.23,0.15,-0.1,-0.47,0.35,56.6,78.4
30,0,201509,4.75,65,0.19,1.34,0.56,0.93,129,30,0.82,0.32,0.14,0.88,0.11,0.11,0.54,53.5,76.4
30,0,201510,3.7,47.4,0.43,1.46,0.78,1.33,0,408,0.25,0.63,0.28,0.95,0.3,0.06,0.58,37.4,57.6
30,0,201511,2.05,42.8,-0.82,-0.82,-2.45,-0.82,0,547,-1.2,-0.52,0.01,0.82,0.07,-0.11,0.31,33,52.6
30,0,201512,4.06,39.3,-0.56,-0.56,0.53,-0.56,0,648,0.84,-0.19,-0.04,-0.04,0.63,0.05,0.42,32,46.5
30,0,201601,1.78,23.7,-1.04,-1.04,-1.64,-1.04,0,1117,-1.16,-0.13,-0.81,-0.27,0.47,-0.08,0.31,15.3,32
30,0,201602,4.38,26.7,1.12,1.12,3.36,1.12,0,928,1.83,0.63,0.96,0.56,1.15,0.45,0.49,17,36.3
30,0,201603,2.21,37.6,-0.74,-0.74,-2.22,-0.74,0,693,-0.85,0.75,-0.02,-0.11,-0.07,0.56,0.34,26.7,48.5
30,0,201604,2.61,41.3,-0.98,-0.98,-0.95,-0.98,0,573,-0.62,-1.1,0.21,-0.48,-0.15,0.48,0.19,29.4,53.2
30,0,201605,2.56,55.7,-1.45,-1.45,-1.71,-1.45,13,230,-0.76,-0.9,-1.34,-0.32,-0.26,0.42,-0.12,44,67.5
30,0,201606,2.97,64.1,-1.69,-1.69,-1.17,-1.69,102,31,-0.55,-0.95,-1.09,-0.99,-0.78,-0.66,-0.42,51.8,76.3
30,0,201607,3.37,70.4,-1.89,-1.89,-1.1,-1.89,282,1,-0.34,-0.67,-0.99,-0.71,-1.05,-0.7,-0.75,58.9,81.8
30,0,201608,4.58,70.9,-1.62,-1.62,0.2,-1.46,291,2,0.81,0.23,-0.15,-1.04,-0.41,-0.33,-0.6,60.2,81.6
30,0,201609,2.48,62.9,-2.37,-2.37,-2.73,-2.37,98,48,-0.94,-0.15,-0.38,-1.11,-1.08,-0.88,-0.54,51,74.9
30,0,201610,5.43,50.4,-1.59,-1.59,1.61,-0.82,3,337,1.2,0.37,0.66,-0.21,-0.13,-0.49,-0.32,40.9,59.9
30,0,201611,2.73,40.2,-1.85,-1.85,-1.27,-1.58,0,621,-0.51,0.69,0.07,-0.15,-0.82,-0.34,-0.31,31.1,49.2
30,0,201612,3.57,27.5,-1.45,-1.45,0.63,-0.86,0,1002,0.42,-0.07,0.74,0.25,-0.42,-0.42,-0.27,20.3,34.7
